id,eventname,EventLongName,EventShortName,LocalisedEventLongName,countrycode,seriesid,EventLocation,Latitude,Longitude
260,llanellicoast-juniors,Llanelli Coast junior parkrun,Llanelli Coast juniors,Llanelli Coast junior parkrun,97,2,King George V Playing Fields,51.685529,-4.206828
261,longeaton,Long Eaton parkrun,Long Eaton,,97,1,West Park Leisure Centre,52.895155,-1.285853
262,stanleypark-juniors,Stanley Park junior parkrun,Stanley Park juniors,Stanley Park junior parkrun,97,2,Stanley Park,53.43405,-2.965534
263,uptonhouse,Upton House parkrun,Upton House,,97,1,Upton Country Park,50.734891,-2.013428
264,woking-juniors,Woking junior parkrun,Woking juniors,Woking junior parkrun,97,2,Woking Park,51.311946,-0.555006
265,medina,Medina I.O.W. parkrun,Medina I.O.W.,,97,1,"Seaclose Park, Medina, I.O.W.",50.711823,-1.286999
266,rossmere-juniors,Rossmere junior parkrun,Rossmere juniors,Rossmere junior parkrun,97,2,Rossmere Park,54.661422,-1.226339
267,inverness,Inverness parkrun,Inverness,,97,1,"Bught Park, Inverness",57.463654,-4.235474
268,tonbridge-juniors,Tonbridge junior parkrun,Tonbridge juniors,Tonbridge junior parkrun,97,2,Tonbridge Farm Sportsground,51.20977,0.270291
270,leakinpark,Leakin Park parkrun,Leakin Park,,98,1,Winans Meadow,39.30401,-76.695322
271,duthie-juniors,Duthie junior parkrun,Duthie juniors,Duthie junior parkrun,97,2,Duthie Park,57.131553,-2.105342
272,lochleven-juniors,Loch Leven junior parkrun,Loch Leven juniors,Loch Leven junior parkrun,97,2,Kirkgate Park,56.201892,-3.412742
273,bolton,Bolton parkrun,Bolton,,97,1,"Leverhulme Park, Bolton",53.574715,-2.395615
274,edenproject,Eden Project parkrun,Eden Project,,97,1,Eden Project,50.358315,-4.74285
275,raphael,Raphael parkrun,Raphael,,97,1,Raphael Park,51.585798,0.19249
276,ferrymeadows,Ferry Meadows parkrun,Ferry Meadows,,97,1,Ferry Meadows Country Park,52.565563,-0.308132
277,maldonprom,Maldon Prom parkrun,Maldon Prom,,97,1,Maldon Promenade Park,51.726742,0.68877
278,normanbyhall,Normanby Hall parkrun,Normanby Hall,,97,1,Normanby Hall Country Park,53.638407,-0.659924
279,billericay,Billericay parkrun,Billericay,,97,1,Lake Meadows Park,51.632966,0.417446
280,winchester,Winchester parkrun,Winchester,,97,1,North Walls Recreation Ground,51.069286,-1.310849
281,forestofdean-juniors,Forest of Dean junior parkrun,Forest of Dean juniors,,97,2,"Coverham Enclosure, Forest of Dean",51.808701,-2.605219
282,wycomberye,Wycombe Rye parkrun,Wycombe Rye,,97,1,The Rye,51.62337,-0.74009
283,pagepark-juniors,Page Park junior parkrun,Page Park juniors,Page Park junior parkrun,97,2,Page Park,51.482568,-2.498184
284,dumfries-juniors,Dumfries junior parkrun,Dumfries juniors,,97,2,Dock Park,55.062707,-3.606924
285,stevenage,Stevenage parkrun,Stevenage,,97,1,Six Hills Way,51.902634,-0.17993
286,conkers,Conkers parkrun,Conkers,,97,1,Conkers Park,52.739475,-1.543021
287,evesham-juniors,Evesham junior parkrun,Evesham juniors,Evesham junior parkrun,97,2,Evesham,52.09023,-1.958169
288,barnstaple,Barnstaple parkrun,Barnstaple,,97,1,Rock Park,51.072561,-4.053612
290,concord,"Concord parkrun, Sheffield",Concord,,97,1,"Concord Park, Sheffield",53.424007,-1.441612
291,abingdon,Abingdon parkrun,Abingdon,,97,1,"Rye Meadow, Abingdon",51.667957,-1.277429
292,amagerstrandpark,Amager Strandpark parkrun,Amager Strandpark,,23,1,"Amager Strandpark, København",55.662538,12.635341
293,linfordwood,Linford Wood parkrun,Linford Wood,,97,1,Linford Wood,52.05864,-0.760168
294,gunpowder,Gunpowder parkrun,Gunpowder,,97,1,"Gunpowder Park, Waltham Abbey",51.676037,-0.000831
295,belfastvictoria,Belfast Victoria parkrun,Belfast Victoria,,97,1,"Victoria Park, Belfast",54.608785,-5.881573
296,sandwellvalley,Sandwell Valley parkrun,Sandwell Valley,,97,1,Sandwell Park Farm,52.521531,-1.97579
297,roundhay,Roundhay parkrun,Roundhay,,97,1,"Roundhay Park, Leeds",53.83828,-1.496007
299,horsham,Horsham parkrun,Horsham,,97,1,Horsham,51.06651,-0.327908
300,allypally,Ally Pally parkrun,Ally Pally,,97,1,"Alexandra Palace, Haringey",51.595936,-0.12233
301,brynbach-juniors,Bryn Bach junior parkrun,Bryn Bach juniors,Bryn Bach junior parkrun,97,2,Bryn Bach country park,51.783571,-3.267184
302,wormwoodscrubs,Wormwood Scrubs parkrun,Wormwood Scrubs,,97,1,Wormwood Scrubs Park,51.520412,-0.238523
303,oudtshoorn,Oudtshoorn parkrun,Oudtshoorn,,85,1,Oudtshoorn,-33.534495,22.234316
304,barrow,Barrow parkrun,Barrow,,97,1,"Barrow Park, Barrow-in-Furness",54.117706,-3.218855
307,thornbury,Thornbury parkrun,Thornbury,,97,1,Mundy Playing Fields,51.606368,-2.530114
308,eastville,Eastville parkrun,Eastville,,97,1,Eastville Park,51.475453,-2.554304
309,hoblingwell,Hoblingwell parkrun,Hoblingwell,,97,1,Hoblingwell Wood Recreation Ground,51.400981,0.098847
310,wythenshawe,Wythenshawe parkrun,Wythenshawe,,97,1,"Wythenshawe Park, Wythenshawe",53.405502,-2.288139
312,ecos,"Ecos parkrun, Ballymena",Ecos,,97,1,"Ecos Park, Ballymena",54.867371,-6.259117
313,kingslynn,King’s Lynn parkrun,King’s Lynn,,97,1,"The Walks, King’s Lynn",52.752762,0.407446
314,southwickcountrypark,Southwick Country parkrun,Southwick Country Park,,97,1,Southwick Country Park,51.306461,-2.234092
316,forestrec-juniors,Forest Rec junior parkrun,Forest Rec juniors,Forest Rec junior parkrun,97,2,Forest Recreation Ground,52.965238,-1.160495
317,windynook,Windy Nook parkrun,Windy Nook,,97,1,Windy Nook Nature Park,54.940189,-1.563025
327,hanley,Hanley parkrun,Hanley,,97,1,"Hanley Park, Hanley",53.012501,-2.175164
328,colneylane,Colney Lane parkrun,Colney Lane,,97,1,UEA Colney Lane Playing Fields,52.621317,1.22519
329,troon,Troon parkrun,Troon,,97,1,South Beach Esplanade,55.541413,-4.670058
331,billingham-juniors,Billingham junior parkrun,Billingham juniors,Billingham junior parkrun,97,2,John Whitehead Park,54.610247,-1.289735
334,vogrie,Vogrie parkrun,Vogrie,,97,1,Vogrie Country Park,55.856879,-2.995012
335,southend,Southend parkrun,Southend,,97,1,Gunners Park,51.523431,0.787526
336,delta,Delta parkrun,Delta,,85,1,South Africa,-26.125349,28.009354
337,gdynia,parkrun Gdynia,Gdynia,parkrun Gdynia,74,1,"Bulwar Nadmorski, Gdynia",54.502632,18.558699
338,sewerby,Sewerby parkrun,Sewerby,,97,1,"Sewerby Hall and Gardens, Bridlington",54.103268,-0.160761
340,marketharborough-juniors,Market Harborough junior parkrun,Market Harborough juniors,Market Harborough junior parkrun,97,2,Welland Park,52.47499,-0.928372
341,ayr,Ayr parkrun,Ayr,,97,1,Rozelle Park,55.436189,-4.624316
342,durhamcity-juniors,Durham City junior parkrun,Durham City juniors,Durham City junior parkrun,97,2,Durham Racecourse,54.775551,-1.564287
343,mileend,Mile End parkrun,Mile End,,97,1,"Mile End Park, London",51.518169,-0.033946
344,dulwich,Dulwich parkrun,Dulwich,,97,1,"Dulwich Park, Dulwich",51.443869,-0.079206
345,gdansk,parkrun Gdańsk,Gdańsk,parkrun Gdańsk,74,1,"Park Ronalda Reagana, Gdansk",54.41428,18.6017
347,stonehouse,Stonehouse parkrun,Stonehouse,,97,1,Oldends Lane Playing Fields,51.752554,-2.287804
348,chippenham,Chippenham parkrun,Chippenham,,97,1,Monkton Park,51.460469,-2.113119
349,kirra,Kirra parkrun,Kirra,,3,1,"Kirra Beach, Gold Coast QLD, Australia",-28.166758,153.522781
350,newy,Newy parkrun,Newy,,3,1,"50a Tully St, Carrington, Newcastle NSW",-32.914566,151.76144
351,bressay,Bressay parkrun,Bressay,,97,1,Bressay,60.158081,-1.119683
352,queens,"Queen’s parkrun, Belfast",Queens,,97,1,"Queen's Uni Sport, Upper Malone",54.555092,-5.963387
353,falls,"Falls parkrun, Belfast",Falls,,97,1,"Falls Park, Belfast",54.586363,-5.978879
354,lowerhutt,Lower Hutt parkrun,Lower Hutt,,65,1,"Strand Park, Lowerhutt",-41.210738,174.899498
355,worsleywoods,Worsley Woods parkrun,Worsley Woods,,97,1,"Worsley Woods, Salford",53.494328,-2.359056
356,sedgefield,Sedgefield parkrun,Sedgefield,,97,1,"Hardwick Park, Sedgefield",54.653008,-1.466289
357,houghtonhall,Houghton Hall parkrun,Houghton Hall,,97,1,Houghton Hall Park,51.90155,-0.510046
358,roodepoort,Roodepoort parkrun,Roodepoort,,85,1,"Len Rutter Park, Johannesburg",-26.163327,27.90703
359,redcar,Redcar parkrun,Redcar,,97,1,"Locke Park, Redcar",54.615225,-1.07902
360,livingston,Livingston parkrun,Livingston,,97,1,Almondvale Park,55.886797,-3.518828
361,hillyfields-juniors,Hilly Fields junior parkrun,Hilly Fields juniors,,97,2,Hilly Fields park,51.459916,-0.023945
362,ebotse,Ebotse parkrun,Ebotse,,85,1,Ebotse Golf and Country Estate,-26.146747,28.352306
363,gadebridge,Gadebridge parkrun,Gadebridge,,97,1,Gadebridge Park,51.758909,-0.473542
364,ginninderra,Ginninderra parkrun,Ginninderra,,3,1,John Knight Memorial Park,-35.234051,149.073486
365,coomera,Coomera parkrun,Coomera,,3,1,Tallowwood Park,-27.885247,153.281709
366,netleyabbey,Netley Abbey parkrun,Netley Abbey,,97,1,Royal Victoria Country Park,50.865345,-1.334453
367,prudhoeriverside-juniors,Prudhoe Riverside junior parkrun,Prudhoe Riverside juniors,Prudhoe Riverside junior parkrun,97,2,Tyne Riverside Country Park,54.96663,-1.865981
368,pinehill-juniors,Pinehill junior parkrun,Pinehill juniors,Pinehill junior parkrun,97,2,Pinehill Park,51.948308,-0.264145
369,nahoonpoint,Nahoon Point parkrun,Nahoon Point,,85,1,Nahoon Point Nature Reserve,-32.988135,27.949644
370,marple,Marple parkrun,Marple,,97,1,"Brabyns Park, Stockport",53.404476,-2.056509
371,portrush,Portrush parkrun,Portrush,,97,1,"East Strand Beach, Portrush",55.204638,-6.648788
372,graves,Graves parkrun,Graves,,97,1,"Graves Park, Sheffield",53.338906,-1.464657
373,malahide,Malahide parkrun,Malahide,,42,1,Malahide Castle grounds,53.444487,-6.162729
374,clonakilty,Clonakilty parkrun,Clonakilty,,42,1,The Show Grounds,51.617636,-8.89884
375,wallace,"Wallace parkrun, Lisburn",Wallace,,97,1,Wallace Park,54.516511,-6.036816
377,tilgate,Tilgate parkrun,Tilgate,,97,1,"Tilgate Park, Crawley",51.097,-0.175623
378,beckton,Beckton parkrun,Beckton,,97,1,Beckton District Park South,51.51176,0.046542
379,brynbach,Bryn Bach parkrun,Bryn Bach,,97,1,"Parc Bryn Bach, Tredegar",51.781621,-3.269548
380,livonia,Livonia parkrun,Livonia,,98,1,"Bicentennial Park, Livonia, MI, USA",42.429645,-83.395811
381,reigatepriory-juniors,Reigate Priory junior parkrun,Reigate Priory juniors,Reigate Priory junior parkrun,97,2,Reigate Priory Park,51.234222,-0.207922
382,burnley,Burnley parkrun,Burnley,,97,1,"Towneley Park, Burnley",53.77834,-2.221555
383,rondeboschcommon,Rondebosch Common parkrun,Rondebosch Common,,85,1,Rondebosch Common,-33.959376,18.480871
384,blackhill,Blackhill parkrun,Blackhill,,97,1,Blackhill and Consett Heritage Park,54.858315,-1.842366
385,riverside,Riverside parkrun,Riverside,,97,1,"Riverside Park, Chester-le-Street",54.853983,-1.563277
386,citypark,"Citypark parkrun, Craigavon",Citypark,,97,1,"Citypark Park, Craigavon",54.451093,-6.386002
387,dewsbury,Dewsbury parkrun,Dewsbury,,97,1,"Crow Nest Park, Dewsbury",53.688218,-1.646275
389,gladstone,Gladstone parkrun,Gladstone,,97,1,"Gladstone Park, London",51.556982,-0.228223
390,crane,Crane Park parkrun,Crane Park,,97,1,"Crane Park, Twickenham",51.441168,-0.372075
391,hillyfields,Hilly Fields parkrun,Hilly Fields,,97,1,Hilly Fields,51.460143,-0.025019
392,burgess,Burgess parkrun,Burgess,,97,1,Burgess Park,51.484536,-0.081024
393,teesbarrage,Tees Barrage parkrun,Tees Barrage,,97,1,"Tees Barrage, Middlesbrough",54.564846,-1.287396
394,stewart,"Stewart parkrun, Middlesbrough",Stewart,,97,1,"Stewart Park, Middlesbrough",54.53809,-1.203561
395,balyangsanctuary,Balyang Sanctuary parkrun,Balyang Sanctuary,,3,1,Balyang Sanctuary,-38.166457,144.331179
396,parramatta,Parramatta parkrun,Parramatta,,3,1,George Kendell Riverside Park,-33.819767,151.065488
397,claisebrookcove,Claisebrook Cove parkrun,Claisebrook Cove,,3,1,Claisebrook Cove,-31.950868,115.881884
398,darlingtonsouthpark,Darlington South Park parkrun,Darlington South Park,,97,1,South Park,54.51484,-1.560531
399,anacostia,Anacostia parkrun,Anacostia,,98,1,Anacostia Park,38.868085,-76.995023
400,lodz,parkrun Łódź,Łódź,parkrun Łódź,74,1,"Park Ks J. Poniatowskiego, Łódź",51.764861,19.411665
401,parys,Parys parkrun,Parys,,85,1,Mimosa Gardens,-26.901409,27.447946
402,poznan,parkrun Poznań,Poznań,parkrun Poznań,74,1,"Park Cytadela, Poznań",52.418883,16.933289
403,orpington,Orpington parkrun,Orpington,,97,1,Goddington Park,51.365283,0.117224
404,collegepark,College Park parkrun,College Park,,98,1,College Park,38.999103,-76.932737
405,savillgarden-juniors,Savill Garden junior parkrun,Savill Garden juniors,,97,2,"The Savill Garden, Windsor Great Park",51.429022,-0.595936
406,barking,Barking parkrun,Barking,,97,1,Barking Park,51.545894,0.087312
407,aliceholt,Alice Holt parkrun,Alice Holt,,97,1,Alice Holt Forest,51.168607,-0.83814
410,peterpan,Peter Pan parkrun,Peter Pan,,97,1,Peter Pan Park,53.73833,-0.402181
411,southshields,South Shields parkrun,South Shields,,97,1,South Shields,54.995687,-1.408052
413,goole,Goole parkrun,Goole,,97,1,West Park,53.710492,-0.891098
414,rushcliffe,Rushcliffe parkrun,Rushcliffe,,97,1,Rushcliffe Country Park,52.882497,-1.149104
415,burnage,Burnage parkrun,Burnage,,97,1,"Varley Park, Stockport SK4 3EA",53.407152,-2.209185
416,helix-juniors,Helix junior parkrun,Helix juniors,,97,2,Helix Park,56.008708,-3.757796
417,wynnum,Wynnum parkrun,Wynnum,,3,1,"Wynnum Manly Foreshore, QLD",-27.442933,153.177898
418,lesdougnes,"parkrun des Dougnes, Cubnezais",Les Dougnes,,31,1,Espace de Loisirs des Dougnes,45.065926,-0.42901
419,curlcurl,Curl Curl parkrun,Curl Curl,,3,1,John Fisher Park,-33.766483,151.282339
420,cornwall,Cornwall parkrun,Cornwall Park,,65,1,"Cornwall Park, Auckland, New Zealand",-36.895495,174.789414
421,wotton,Wotton parkrun,Wotton,,97,1,Wotton Community Parc,51.633443,-2.369117
422,homewood,Homewood parkrun,Homewood,,97,1,Ottershaw Memorial Fields,51.366808,-0.539078
423,aberystwyth,Aberystwyth parkrun,Aberystwyth,,97,1,Plascrug Park,52.414546,-4.080401
424,northlakes,North Lakes parkrun,North Lakes,,3,1,"Eden Lake, North Lakes, Queensland",-27.23669,153.020729
425,prestonpark-juniors,"Preston Park junior parkrun, Brighton",Preston Park juniors,,97,2,Preston Park,50.84122,-0.147668
426,uvongo,Uvongo parkrun,Uvongo,,85,1,Uvongo,-30.820719,30.405028
427,kingscliff,Kingscliff parkrun,Kingscliff,,3,1,"Bells Boulevard, SALT Village, Kingsclif",-28.294414,153.574973
428,kawana,Kawana parkrun,Kawana,,3,1,Kawana Surf Club,-26.702046,153.135488
429,riverway,Riverway parkrun,Riverway,,3,1,Riverway Lagoon,-19.320306,146.73018
430,woodley,Woodley parkrun,Woodley,,97,1,Woodford Park,51.45418,-0.903669
431,northbeach,North Beach parkrun,North Beach,,85,1,"North Beach, Durban Promenade",-29.83607,31.036634
432,sheringham,Sheringham parkrun,Sheringham,,97,1,Sheringham Park,52.928775,1.180601
433,sandgate,Sandgate parkrun,Sandgate,,3,1,Arthur Davis Park,-27.311291,153.068234
434,southbank,South Bank parkrun,South Bank,,3,1,South Bank Parklands,-27.478872,153.023962
435,bigbay,Big Bay parkrun,Big Bay,,85,1,Big Bay,-33.792113,18.456388
436,kesgrave-juniors,Kesgrave junior parkrun,Kesgrave juniors,Kesgrave junior parkrun,97,2,Kesgrave,52.058171,1.256579
437,dusi,Dusi parkrun,Dusi,,85,1,Pietermaritzburg,-29.611438,30.380781
438,clermontwaterfront,Clermont Waterfront parkrun,Clermont Waterfront,,98,1,Clermont,28.557404,-81.770446
439,deeprun,Deep Run parkrun,Deep Run,,98,1,Deep Run Park,37.624069,-77.586806
440,uptoncourt,Upton Court parkrun,Upton Court,,97,1,Upton Court Park,51.49616,-0.577525
441,chelmsfordcentral,Chelmsford Central parkrun,Chelmsford Central,,97,1,Central Park,51.732577,0.464945
442,harrowlodge,Harrow Lodge parkrun,Harrow Lodge,,97,1,Harrow Lodge Park,51.555606,0.200715
443,brockenhurst,Brockenhurst parkrun,Brockenhurst,,97,1,Brockenhurst College,50.821804,-1.568052
444,linwood,Linwood parkrun,Linwood,,97,1,ON-X Linwood,55.854033,-4.505078
445,wimpoleestate,Wimpole Estate parkrun,Wimpole Estate,,97,1,Wimpole Estate,52.140442,-0.047207
446,risdonbrook,Risdon Brook parkrun,Risdon Brook,,3,1,Risdon Brook Park,-42.804471,147.332352
447,torrens,Torrens parkrun,Torrens,,3,1,Torrens Lake Weir,-34.917551,138.587444
448,delamere,Delamere parkrun,Delamere,,97,1,Delamere Forest,53.239537,-2.68796
449,cheltenham,Cheltenham parkrun,Cheltenham,,97,1,Pittville Park,51.911754,-2.07824
450,aylesbury,Aylesbury parkrun,Aylesbury,,97,1,Opposite the Quarrendeon & Meadowcroft C,51.83162,-0.838394
451,newent,"Newent parkrun, Forest of Dean",Newent,,97,1,Newent Community School/Forest Leisure C,51.926515,-2.410056
452,launceston,Launceston parkrun,Launceston,,3,1,"Inveresk Precinct, Launceston, Tasmania",-41.425512,147.14088
453,hackworth,Hackworth parkrun,Hackworth,,97,1,Hackworth Park,54.628071,-1.644945
454,bracknell-juniors,Bracknell junior parkrun,Bracknell juniors,Bracknell junior parkrun,97,2,Great Hollands Recreation Ground,51.389493,-0.778067
457,hartlepool,Hartlepool parkrun,Hartlepool,,97,1,Hartlepool,54.686937,-1.195128
458,modderfonteinreserve,Modderfontein Reserve parkrun,Modderfontein Reserve,,85,1,Modderfontein Reserve,-26.068971,28.138043
459,sunriseonsea,Sunrise-on-Sea parkrun,Sunrise-on-Sea,,85,1,Sunrise-on-Sea,-32.915013,28.038654
460,telford,Telford parkrun,Telford,,97,1,Telford Town Park,52.67123,-2.447934
461,walthamstow,Walthamstow parkrun,Walthamstow,,97,1,Highams Park,51.602666,-0.007854
462,huntingdon,Huntingdon parkrun,Huntingdon,,97,1,Huntingdon,52.330061,-0.211551
463,rockingham,Rockingham parkrun,Rockingham,,3,1,Rockingham,-32.275296,115.728757
464,brandoncountrypark,Brandon Country Park parkrun,Brandon Country Park,,97,1,Brandon Country Park,52.436339,0.625877
465,thetford,Thetford parkrun,Thetford,,97,1,Abbey Meadows,52.4156,0.743766
466,llynllechowain,Llyn Llech Owain parkrun,Llyn Llech Owain,,97,1,Llyn Llech Owain,51.812913,-4.080563
467,templenewsam,Temple Newsam parkrun,Temple Newsam,,97,1,Temple Newsam Estate,53.784781,-1.456461
468,southwark,Southwark parkrun,Southwark,,97,1,Southwark Park,51.494242,-0.053151
470,strathmartine-juniors,Strathmartine junior parkrun,Strathmartine juniors,Strathmartine junior parkrun,97,2,Strathmartine,56.491386,-3.003733
471,darwin,Darwin parkrun,Darwin,,3,1,Bicentennial Park,-12.466925,130.840725
472,warszawapraga,parkrun Warszawa-Praga,Warszawa-Praga,parkrun Warszawa-Praga,74,1,"Park Skaryszewski, Warszawa",52.241493,21.050963
473,crichton,Crichton parkrun,Crichton,,97,1,The Crichton,55.050773,-3.594589
474,krakow,parkrun Kraków,Kraków,parkrun Kraków,74,1,"Krakowskie Błonia, Krakow",50.059123,19.922504
475,lakemac,Lake Mac parkrun,Lake Mac,,3,1,Lake Macquarie,-32.972596,151.612487
476,varsitylakes,Varsity Lakes parkrun,Varsity Lakes,,3,1,Varsity Lakes,-28.084627,153.410554
477,scunthorpe,Scunthorpe parkrun,Scunthorpe,,97,1,Central Park,53.581755,-0.656476
478,rotherham,Rotherham parkrun,Rotherham,,97,1,Rotherham,53.430538,-1.343218
479,rothervalley,Rother Valley parkrun,Rother Valley,,97,1,Rother Valley Country Park,53.341508,-1.320226
480,marlay,Marlay parkrun,Marlay,,42,1,Marlay Park,53.27689,-6.271777
481,forestrec,Forest Rec parkrun,Forest Rec,,97,1,"Forest Recreation Gound, Nottingham",52.965352,-1.159766
482,enniskillen,Enniskillen parkrun,Enniskillen,,97,1,Enniskillen,54.343834,-7.642293
483,crossflatts,Cross Flatts parkrun,Cross Flatts,,97,1,Cross Flatts Park,53.775754,-1.55757
484,hillsborough,Hillsborough parkrun,Hillsborough,,97,1,Hillsborough Park,53.408457,-1.501973
485,kingsburywater,Kingsbury Water parkrun,Kingsbury Water,,97,1,Kingsbury Water Park,52.561983,-1.698718
488,fingalbay,Fingal Bay parkrun,Fingal Bay,,3,1,Fingal Bay,-32.742887,152.170644
489,canningriver,Canning River parkrun,Canning River,,3,1,Canning River Regional Park,-32.020912,115.92266
490,hawkwell-juniors,Hawkwell junior parkrun,Hawkwell juniors,Hawkwell junior parkrun,97,2,Clements Hall Recreation Ground,51.595524,0.673991
491,ganavansands,Ganavan Sands parkrun,Ganavan Sands,,97,1,Ganavan,56.437766,-5.469021
492,shepparton,Shepparton parkrun,Shepparton,,3,1,Victoria Park Lake,-36.390858,145.396146
493,toowoomba,Toowoomba parkrun,Toowoomba,,3,1,Queens Park,-27.56019,151.963926
