Date	Event	Region	Country	Cancellation Note
2021-12-25	Chasewater parkrun	West Midlands	United Kingdom	Xmas day. Core Team do not wish to stage event.
2021-10-17	Chelmsford junior parkrun	East of England	United Kingdom	Chelmsford marathon running through the park
2021-09-25	Chelsea Bicentennial parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Chelsea Bicentennial parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Cheshunt junior parkrun	East of England	United Kingdom	Establishing an event team
2021-10-03	Cheshunt junior parkrun	East of England	United Kingdom	Establishing an event team
2021-10-10	Cheshunt junior parkrun	East of England	United Kingdom	Establishing an event team
2021-09-25	Chipping Norton parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Chipping Norton parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Christiana parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-02	Christiana parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-09-25	Chuo koen parkrun	Japan	Japan	県緊急事態宣言継続、市か9月26日まで公園使用自粛要請
2021-09-25	Churchill Parkway parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Churchill Parkway parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Churchill parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Churchill parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-12-25	Clacton Seafront parkrun	East of England	United Kingdom	Christmas Day
2021-10-02	Clapham Common parkrun	Greater London	United Kingdom	Pretty Muddy/Race for life on the course
2021-10-09	Clevedon Salthouse Fields parkrun	South West England	United Kingdom	High tide on lake path and regatta on prom
2021-09-25	Clover Point parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Clover Point parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Clumber Park parkrun	East Midlands	United Kingdom	Race for Life in the park
2021-09-25	Cobar parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Cobar parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Cobaw Clunes parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Cobaw Clunes parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Cobh junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Cobh junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Cobh junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Cobram parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Cobram parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Coburg parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Coburg parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Coffs Harbour parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Coffs Harbour parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Cohuna parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Cohuna parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Colwick parkrun	East Midlands	United Kingdom	Detonate Festival 2021
2021-09-25	Con Smith parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Con Smith parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Con Smith parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Constantia Greenbelt parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Constantia Greenbelt parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Constantia Greenbelt parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-26	Conwy Nature Reserve junior parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-03	Conwy Nature Reserve junior parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Conwy Nature Reserve junior parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Cooks River parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Cooks River parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Coombs parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Coombs parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Cornwall parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Cornwall parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Cowpasture Reserve parkrun, Camden	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Cowpasture Reserve parkrun, Camden	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Cowra parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Cowra parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Crissy Field parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-02	Crissy Field parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-09	Crissy Field parkrun	USA	United States	COVID-19 (Coronavirus)
2021-09-25	Cromhall parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Cromhall parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Cromhall parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Cronulla parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Cronulla parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Crosserlough junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Crosserlough junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Crosserlough junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-26	Crystal Palace junior parkrun	Greater London	United Kingdom	SEAA relays occupying both our routes
2021-10-03	Crystal Palace junior parkrun	Greater London	United Kingdom	Race 4 Life occupying both our routes
2021-10-02	Crystal Palace parkrun	Greater London	United Kingdom	Another run event in park; route conflict
2021-09-25	Cuerden Valley parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Cuerden Valley parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Curl Curl parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Curl Curl parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Dalby Forest parkrun	Yorkshire and the Humber	United Kingdom	Rally taking place in the forest.
2021-09-25	Dandenong parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Dandenong parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Darebin parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Darebin parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Darndale parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Darndale parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Darndale parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-16	Deep Run parkrun	USA	United States	Another event at the park
2021-11-13	Deep Run parkrun	USA	United States	Another event at the park
2021-09-25	Delta parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Delta parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Delta parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Dhurringile parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Dhurringile parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Diamond Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Diamond Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Dietenbach parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Dietenbach parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Dietenbach parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-09-25	Dolls Point parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Dolls Point parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Doornkop Military Base parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Doornkop Military Base parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Doornkop Military Base parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Dorset Recreation Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Dorset Recreation Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Dover junior parkrun	South East England	United Kingdom	Establishing an event team
2021-10-03	Dover junior parkrun	South East England	United Kingdom	Establishing an event team
2021-10-10	Dover junior parkrun	South East England	United Kingdom	Establishing an event team
2021-10-17	Dowds Farm junior parkrun	South East England	United Kingdom	All RDs unavailable due to large local race
2021-09-25	Downsview parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Downsview parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Downsview parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Dr Bill Hammond Trails parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-02	Dr Bill Hammond Trails parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-09	Dr Bill Hammond Trails parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-09	Dreiländergarten parkrun	Germany	Germany	Event in the park. Gemeinde asked us to cancel.
2021-09-25	Drumblade parkrun	GP · Sedibeng	South Africa	COVID-19 (Coronavirus)
2021-10-02	Drumblade parkrun	GP · Sedibeng	South Africa	COVID-19 (Coronavirus)
2021-10-09	Drumblade parkrun	GP · Sedibeng	South Africa	COVID-19 (Coronavirus)
2021-09-25	Dubbo parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Dubbo parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Duffins Trail parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Duffins Trail parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Duffins Trail parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Duikersdrift parkrun, Tulbagh	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Duikersdrift parkrun, Tulbagh	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-25	Dullstroom parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-02	Dullstroom parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-09	Dullstroom parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-09-26	Dumfries junior parkrun	Scotland	United Kingdom	COVID-19 (Coronavirus)
2021-10-03	Dumfries junior parkrun	Scotland	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Dumfries junior parkrun	Scotland	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Dunedin parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Dunedin parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Dungloe parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Dungloe parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Dungloe parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Durban Point parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Durban Point parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Durban Point parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Durbanville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Durbanville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Durbanville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Dusi parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Dusi parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-09	Dusi parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	East Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-02	East Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-09	East Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-09-25	East End parkrun, New Plymouth	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	East End parkrun, New Plymouth	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	East Richmond parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	East Richmond parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Eastbourne junior parkrun	South East England	United Kingdom	Other event on the prom
2021-09-25	Eastern Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Eastern Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-17	Eastney junior parkrun	South East England	United Kingdom	Great South Run
2021-09-25	Ebotse parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ebotse parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ebotse parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Echuca Moama parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Echuca Moama parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Eden Project parkrun	South West England	United Kingdom	Venue not yet available
2021-10-02	Eden Project parkrun	South West England	United Kingdom	Venue not yet available
2021-10-09	Eden Project parkrun	South West England	United Kingdom	Venue not yet available
2021-09-25	Edenvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Edenvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Edenvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Ernest Ullmann parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ernest Ullmann parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ernest Ullmann parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Etna parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-02	Etna parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-09	Etna parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-09-25	Euroa parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Euroa parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Eynesbury Heritage Trail junior parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-03	Eynesbury Heritage Trail junior parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Fairpark Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Fairpark Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Fairview parkrun	Ireland	Ireland	Event not available
2021-10-02	Fairview parkrun	Ireland	Ireland	Event not available
2021-10-23	Falkirk parkrun	Scotland	United Kingdom	Cyclocross Event taking place all weekend
2021-09-25	Farfalle parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-02	Farfalle parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-09	Farfalle parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-10	Felixstowe Prom junior parkrun	East of England	United Kingdom	Triathlon taking place on the prom, route unsafe
2021-09-25	Ferryvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ferryvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ferryvale parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Fingal Bay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Fingal Bay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Firenze parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-02	Firenze parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-09	Firenze parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-09-25	Fish Hoek parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Fish Hoek parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Fish Hoek parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Flaxmere parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Flaxmere parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-12-25	Foots Cray Meadows parkrun	Greater London	United Kingdom	Kelseys Farm closed so no access to kit
2022-01-01	Foots Cray Meadows parkrun	Greater London	United Kingdom	Kelseys Farm closed so no access to kit
2021-09-26	Forest Rec junior parkrun	East Midlands	United Kingdom	Robin Hood Half Marathon and Mini Marathon events
2021-09-25	Forster parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Forster parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Fort William parkrun	Scotland	United Kingdom	Due to essential forestry maintenance on our route
2021-10-02	Fort William parkrun	Scotland	United Kingdom	Due to essential forestry maintenance on our route
2021-09-25	Foster parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Foster parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Franschhoek parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Franschhoek parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-25	Friedrichsau parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Friedrichsau parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Friedrichsau parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-09-25	Frog Hollow parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Frog Hollow parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Frédéric Back parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Frédéric Back parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Frédéric Back parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Fukakitaryokuchi parkrun	Japan	Japan	大阪府に非常事態宣言が発出中で、引き続き外出自粛が要請がされている為
2021-09-25	Fulbourn Hospital parkrun	East of England	United Kingdom	Venue not yet available
2021-10-02	Fulbourn Hospital parkrun	East of England	United Kingdom	Venue not yet available
2021-10-09	Fulbourn Hospital parkrun	East of England	United Kingdom	Venue not yet available
2021-09-25	Futakotamagawa parkrun	Japan	Japan	緊急事態宣言 State of Emergency
2021-09-26	Gadebridge Park junior parkrun	East of England	United Kingdom	Establishing an event team
2021-10-03	Gadebridge Park junior parkrun	East of England	United Kingdom	Establishing an event team
2021-09-25	Galston parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Galston parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Gardiners Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Gardiners Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-11-06	Gateshead parkrun	North East England	United Kingdom	Field of Remembrance ceremony
2021-09-25	Geeveston parkrun	Tasmania	Australia	Icy paths
2021-09-25	George Lane Memorial parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	George Lane Memorial parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	George Lane Memorial parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	George parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
2021-10-02	George parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
2021-10-09	George parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
2021-09-25	Gillies Lake parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Gillies Lake parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Gillies Lake parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Gilloolys parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Gilloolys parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Gilloolys parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Ginninderra parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Ginninderra parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Gisborne parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Gisborne parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-11-06	Glossop parkrun	East Midlands	United Kingdom	Bonfire in the park
2021-09-25	Gloucester District parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Gloucester District parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Golden Harvest parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Golden Harvest parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Golden Harvest parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Goldfields Reservoir parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Goldfields Reservoir parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Goodwill parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-02	Goodwill parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-09	Goodwill parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-09-25	Goulburn parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Goulburn parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Grabouw parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Grabouw parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Grabouw parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Gracepoint parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Gracepoint parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Gracepoint parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Grafton parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Grafton parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Grahamstown parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Grahamstown parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Grand Ridge Rail Trail parkrun, Mirboo North	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Grand Ridge Rail Trail parkrun, Mirboo North	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Gravesend junior parkrun	South East England	United Kingdom	Fort in the Forties event in park, paths blocked
2021-09-25	GreenWay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	GreenWay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Greenfield Valley parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Greenfield Valley parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Greenfield Valley parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Greenpoint parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Greenpoint parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Greenpoint parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Greenstone Hill parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Greenstone Hill parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Greenstone Hill parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Grey Goose parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Grey Goose parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Greytown Woodside Trail parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Greytown Woodside Trail parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Groeneweide parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Groeneweide parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Grove parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Grove parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Grove parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Guildford junior parkrun	South East England	United Kingdom	Festival Clean up in park
2021-11-06	Guildford parkrun	South East England	United Kingdom	Fireworks in Stoke Park
2021-09-25	Gungahlin parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Gungahlin parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Gunnersbury parkrun	Greater London	United Kingdom	Waterworks festival in the park; pathways not clea
2021-09-25	Hafan Pwllheli parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Hafan Pwllheli parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Hafan Pwllheli parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Hagley parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Hagley parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-12-25	Haldon Forest parkrun	South West England	United Kingdom	Christmas Day
2022-01-01	Haldon Forest parkrun	South West England	United Kingdom	New Years Day
2021-09-25	Halls parkrun, Nelspruit	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-02	Halls parkrun, Nelspruit	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-09	Halls parkrun, Nelspruit	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hamilton Lake parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Hamilton Lake parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Hamilton parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Hamilton parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Harcourt Hill junior parkrun	South East England	United Kingdom	"Brookes event: ""This is Oxford""; field unavailable"
2021-09-25	Harcourt Hill parkrun	South East England	United Kingdom	Event on campus; fields in use
2021-09-25	Harkerville parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
2021-10-02	Harkerville parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
2021-10-09	Harkerville parkrun	WC · Garden Route	South Africa	COVID-19 (Coronavirus)
