Event	Latitude	Longitude	Country	Status	DateCancelled	ReasonCancelled	Website
Breede Valley parkrun	-33.631633	19.436541	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/breedevalley
Brentwood junior parkrun	51.623854	0.265978	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brentwood-juniors
Brentwood parkrun	51.622582	0.266879	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brentwood
Bressay parkrun	60.158081	-1.119683	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/bressay
Brickfields parkrun	53.331707	-6.310669	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/brickfields
Bridgend junior parkrun	51.502993	-3.583298	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/bridgend-juniors
Bridgetown parkrun	-33.960435	18.526226	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/bridgetown
Brierley Forest parkrun	53.131155	-1.295214	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brierleyforest
Brighouse junior parkrun	53.70627	-1.776459	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/brighouse-juniors
Brighouse parkrun	53.706086	-1.778156	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brighouse
Bright parkrun	-36.743803	146.978	Australia	5k Cancellation	2021-06-12	Responsible Safety precautions Covid associated.	https://www.parkrun.com.au/bright
Brighton & Hove parkrun	50.84214	-0.172498	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brighton
Brightwater parkrun	-26.708909	153.113665	Australia	parkrunning			https://www.parkrun.com.au/brightwater
Brimbank parkrun	-37.727547	144.834123	Australia	5k Cancellation	2021-06-12	Covid19 restrictions still in place	https://www.parkrun.com.au/brimbank
Brixworth Country parkrun	52.318576	-0.895675	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brixworthcountry
Broadbeach Waters parkrun	-28.018497	153.412292	Australia	parkrunning			https://www.parkrun.com.au/broadbeachwaters
Broadmeadow junior parkrun	54.344072	-7.643103	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/broadmeadow-juniors
Brockenhurst parkrun	50.821804	-1.568052	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brockenhurst
Brockwell junior parkrun	51.452603	-0.106505	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/brockwell-juniors
Brockwell parkrun, Herne Hill	51.452538	-0.105464	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brockwell
Broken Hill Racecourse parkrun	-31.911528	141.483931	Australia	parkrunning			https://www.parkrun.com.au/brokenhillracecourse
Bromley junior parkrun	51.389329	0.026049	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/bromley-juniors
Bromley parkrun	51.386539	0.022874	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/bromley
Bromsgrove junior parkrun	52.334159	-2.072308	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/bromsgrove-juniors
Bronberrik parkrun	-25.853883	28.171663	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/bronberrik
Bronkhorstspruit parkrun	-25.80786	28.724885	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/bronkhorstspruit
Brooklands parkrun	51.346969	-0.471408	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brooklands
Brueton parkrun	52.406754	-1.764593	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brueton
Brumby Wood Rec Ground junior parkrun	53.581186	-0.664778	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brumbywoodrecground-juniors
Brundall parkrun	52.624133	1.417369	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brundall
Bryanston parkrun	-26.060239	28.04727	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/bryanston
Bryn Bach junior parkrun	51.783571	-3.267184	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brynbach-juniors
Bryn Bach parkrun	51.781621	-3.269548	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brynbach
Brynaman parkrun	51.806882	-3.871498	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/brynaman
Buckingham junior parkrun	51.997232	-0.975386	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/buckingham-juniors
Buckingham parkrun	51.998987	-0.984462	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/buckingham
Bude Marshes junior parkrun	50.826507	-4.546463	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/budemarshes-juniors
Bugasee parkrun, Kassel	51.292225	9.504789	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/bugasee
Bulithando parkrun	-26.304478	28.401457	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/bulithando
Bunbury parkrun	-33.342966	115.633228	Australia	parkrunning			https://www.parkrun.com.au/bunbury
Buncrana parkrun	55.132338	-7.462667	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/buncrana
Bundaberg parkrun	-24.86835	152.330781	Australia	parkrunning			https://www.parkrun.com.au/bundaberg
Bunyaville parkrun	-27.377306	152.949138	Australia	parkrunning			https://www.parkrun.com.au/bunyaville
Burgess junior parkrun	51.483207	-0.082664	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/burgess-juniors
Burgess junior parkrun, County Tipperary	52.855928	-8.261468	Ireland	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.ie/burgesscountytipperary-juniors
Burgess parkrun	51.484536	-0.081024	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burgess
Burley Griffin parkrun	-35.292148	149.088585	Australia	parkrunning			https://www.parkrun.com.au/burleygriffin
Burnage parkrun	53.407152	-2.209185	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burnage
Burnham and Highbridge parkrun	51.226679	-2.990243	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burnhamandhighbridge
Burnham-on-Crouch parkrun	51.627409	0.810923	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burnhamoncrouch
Burnie parkrun	-41.049194	145.905	Australia	parkrunning			https://www.parkrun.com.au/burnie
Burnley junior parkrun	53.777385	-2.219036	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/burnley-juniors
Burnley parkrun	53.77834	-2.221555	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burnley
Burslem Park junior parkrun	53.048527	-2.189272	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/burslempark-juniors
Burswood Peninsula parkrun	-31.95306	115.887561	Australia	parkrunning			https://www.parkrun.com.au/burswoodpeninsula
Bury St Edmunds junior parkrun	52.244457	0.734698	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/burystedmunds-juniors
Bury St Edmunds parkrun	52.224887	0.730183	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/burystedmunds
Bushy junior parkrun	51.420504	-0.332639	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/bushy-juniors
Bushy parkrun	51.410992	-0.335791	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/bushy
Bushy parkrun, Dublin	53.298951	-6.296455	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/bushydublin
Byxbee parkrun	37.451055	-122.105993	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/byxbee
Cabinteely parkrun	53.26137	-6.158811	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/cabinteely
Caffarella parkrun	41.866851	12.524093	Italy	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.it/caffarella
Cairns parkrun	-16.904574	145.763211	Australia	parkrunning			https://www.parkrun.com.au/cairns
Calamvale parkrun	-27.620775	153.039287	Australia	parkrunning			https://www.parkrun.com.au/calamvale
Caledonian junior parkrun	51.545794	-0.124279	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/caledonian-juniors
California Country parkrun	51.379583	-0.867647	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/californiacountry
Callaghan parkrun	-32.894393	151.702098	Australia	5k Cancellation	2021-06-12		https://www.parkrun.com.au/callaghan
Calleya parkrun	-32.126604	115.876176	Australia	parkrunning			https://www.parkrun.com.au/calleya
Cambourne junior parkrun	52.220084	-0.061115	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cambourne-juniors
Cambridge NZ parkrun	-37.890281	175.435891	New Zealand	parkrunning			https://www.parkrun.co.nz/cambridgenz
Cambridge junior parkrun	52.236606	0.163389	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cambridge-juniors
Cambridge parkrun	52.236675	0.161906	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cambridge
Campaspe parkrun	-37.354683	144.531445	Australia	5k Cancellation	2021-06-12	Victorian COVID-19 restrictions	https://www.parkrun.com.au/campaspe
Campbelltown parkrun	-34.018301	150.814819	Australia	parkrunning			https://www.parkrun.com.au/campbelltown
Camperdown parkrun, Dundee	56.483681	-3.030896	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/camperdown
Cannibals Cave parkrun	-28.682918	28.976784	South Africa	parkrunning			https://www.parkrun.co.za/cannibalscave
Canning River parkrun	-32.020912	115.92266	Australia	parkrunning			https://www.parkrun.com.au/canningriver
Cannock Chase parkrun	52.73744	-1.99542	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cannockchase
Cannon Hill junior parkrun, Birmingham	52.449976	-1.904225	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cannon-hill-juniors
Cannon Hill parkrun, Birmingham	52.452637	-1.89997	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cannonhill
Cannonvale junior parkrun	-20.274708	148.700296	Australia	junior Cancellation	2021-06-13	reopening requirements being completed	https://www.parkrun.com.au/cannonvale-juniors
Canons Park parkrun	51.612291	-0.296184	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/canonspark
Canterbury parkrun	51.299468	1.057002	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/canterbury
Canyon Rim Trail parkrun	42.598602	-114.454267	USA	parkrunning			https://www.parkrun.us/canyonrimtrail
Capalaba parkrun	-27.521405	153.186858	Australia	parkrunning			https://www.parkrun.com.au/capalaba
Cape Pembroke Lighthouse parkrun	-51.683211	-57.757716	United Kingdom	parkrunning			https://www.parkrun.org.uk/capepembrokelighthouse
Cardiff junior parkrun	51.489617	-3.204035	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cardiff-juniors
Cardiff parkrun	51.49736	-3.207107	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cardiff
Cardwell parkrun	-18.263036	146.025909	Australia	parkrunning			https://www.parkrun.com.au/cardwell
Carine Glades parkrun	-31.85155	115.782943	Australia	parkrunning			https://www.parkrun.com.au/carineglades
Carisbrooke parkrun	-34.754627	138.677757	Australia	parkrunning			https://www.parkrun.com.au/carisbrooke
Carlisle Park parkrun	55.165172	-1.691159	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/carlislepark
Carlisle junior parkrun	54.899555	-2.936575	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/carlisle-juniors
Carlisle parkrun	54.886025	-2.963455	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/carlisle
Carlow Town parkrun	52.838536	-6.93414	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/carlowtown
Carmarthen junior parkrun	51.854169	-4.315982	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/carmarthen-juniors
Carrickfergus parkrun	54.719992	-5.805285	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/carrickfergus
Cascades on Clyde Wetlands parkrun	-38.100383	145.325835	Australia	5k Cancellation	2021-06-12	Victoria lockdown	https://www.parkrun.com.au/cascadesonclydewetlands
Cassiobury parkrun	51.657677	-0.406335	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/cassiobury
Castle Demense parkrun	51.904698	-8.962054	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castledemense
Castle Howard parkrun	54.120303	-0.910925	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/castlehoward
Castle Park junior parkrun	53.292165	-2.730257	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/castlepark-juniors
Castle Park parkrun	51.87167	0.164165	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/castlepark
Castlebar parkrun	53.850327	-9.309314	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castlebar
Castleblayney parkrun	54.1219	-6.728947	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castleblayney
Castlehaven parkrun	51.551575	-9.170294	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castlehaven
Castlemaine parkrun	-37.050794	144.217649	Australia	5k Cancellation	2021-06-12	Victorian Covid-19 restrictions	https://www.parkrun.com.au/castlemaine
Castlerea parkrun	53.767763	-8.480996	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castlerea
Castletown parkrun	53.348946	-6.528707	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/castletown
Castlewellan parkrun	54.262147	-5.95386	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/castlewellan
Casula Parklands parkrun	-33.948703	150.91369	Australia	parkrunning			https://www.parkrun.com.au/casulaparklands
Catford parkrun	51.44824	-0.00863	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/catford
Catterick parkrun	54.385534	-1.646503	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/catterick
Catton parkrun	52.656696	1.295507	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/catton
